question_id	question	config	total_overall_time	total_llm_calls_time	num_llm_calls	num_prompt_tokens	num_completion_tokens	num_total_tokens	response
3	What was the unemployment rate in March?	latency_3_embeddings_only	1.1342253764470418	1.0939942439397177	1.0	1159.0	31.633333333333333	1190.6333333333334	According to the Bureau of Labor Statistics report on March 2023, the unemployment rate in March was 3.5 percent.
3	What was the unemployment rate in March?	latency_4_compact	1.9441511154174804	1.89345326423645	2.0	951.0	53.9	1004.9	According to the report, the unemployment rate in March was 3.5 percent. Please double check this answer using additional sources.
3	What was the unemployment rate in March?	latency_5_fact_checking_ask_llm	2.9582829395929973	2.896097683906555	3.1	2445.8333333333335	81.36666666666666	2527.2	According to the Bureau of Labor Statistics report for March 2023, the unemployment rate was 3.5 percent with 5.8 million unemployed persons.
3	What was the unemployment rate in March?	latency_6_fact_checking_align_score	2.517191457748413	2.4088738441467283	2.1	1886.7	75.73333333333333	1962.4333333333334	According to the BLS report in March 2023, the nation's unemployment rate was 3.5 percent and the number of unemployed persons was 5.8 million.
4	What was the unemployment rate among Asians?	latency_0_baseline	0.8533706506093343	0.8446619749069214	1.0	15.0	23.933333333333334	38.93333333333333	According to the Bureau of Labor Statistics, the seasonally adjusted unemployment rate for Asians in August 2020 was 8.7%.
4	What was the unemployment rate among Asians?	latency_1_normal	1.9039690256118775	1.8530659198760986	2.0	1729.0	56.06666666666667	1785.0666666666666	According to a report from the U.S. Bureau of Labor Statistics, the unemployment rate for Asians was 2.8 percent in March 2021.
4	What was the unemployment rate among Asians?	latency_2_single_call	2.5573834578196206	2.4275564114252726	2.0	1911.0	77.73333333333333	1988.7333333333333	According to a report from the U.S. Bureau of Labor Statistics, the unemployment rate among Asians was 2.8 percent in March 2021.
4	What was the unemployment rate among Asians?	latency_3_embeddings_only	0.8601320425669352	0.8135724147160848	1.0	1118.0	21.666666666666668	1139.6666666666667	According to the March 2021 report, the unemployment rate for Asians was 2.8 percent.
4	What was the unemployment rate among Asians?	latency_4_compact	1.5363664944966635	1.48474227587382	2.0	908.0	35.2	943.2	According to the data, the unemployment rate among Asians was 2.8 percent in March, with little or no change over the month. Please double check the answer using additional sources.
4	What was the unemployment rate among Asians?	latency_5_fact_checking_ask_llm	2.247183831532796	2.18920783996582	3.0	2236.4666666666667	56.5	2292.9666666666667	According to a report from March 2021, the unemployment rate for Asians was 2.8 percent.
4	What was the unemployment rate among Asians?	latency_6_fact_checking_align_score	2.12584019502004	2.0240159829457602	2.033333333333333	1765.8666666666666	59.166666666666664	1825.0333333333333	According to the Bureau of Labor Statistics report in March of 2022, the unemployment rate for Asians was 2.8 percent.
5	Has the labor force participation rate been trending up according to the US jobs report?	latency_0_baseline	0.9713626543680827	0.9625606616338094	1.0	23.0	29.266666666666666	52.266666666666666	According to the Bureau of Labor Statistics, the labor force participation rate has been trending down since 2000.
5	Has the labor force participation rate been trending up according to the US jobs report?	latency_1_normal	3.68927481174469	3.6377183039983114	2.0	1834.0	118.43333333333334	1952.4333333333334	According to the U.S. Bureau of Labor Statistics report, the labor force participation rate, at 62.6 percent, continued to trend up in March. The employment-population ratio edged up over the month to 60.4 percent. These measures remain below their pre-pandemic February 2020 levels (63.3 percent and 61.1 percent, respectively).
5	Has the labor force participation rate been trending up according to the US jobs report?	latency_2_single_call	4.09623810450236	3.9647552331288654	2.0	2007.0	141.46666666666667	2148.4666666666667	According to the U.S. Bureau of Labor Statistics, the labor force participation rate has been continuing to trend up, reaching 62.6 percent in March. The employment-population ratio also edged up over the month to 60.4 percent, although both measures remain lower than their pre-pandemic levels from February 2020.
5	Has the labor force participation rate been trending up according to the US jobs report?	latency_3_embeddings_only	1.8917765061060587	1.8521051406860352	1.0	1206.0	63.666666666666664	1269.6666666666667	According to the Bureau of Labor Statistics, the labor force participation rate continued to trend up in March, at 62.6 percent. The employment-population ratio also edged up over the month to 60.4 percent, though both remain below their pre-pandemic February 2020 levels.
5	Has the labor force participation rate been trending up according to the US jobs report?	latency_4_compact	2.668239204088847	2.6171694437662762	2.0	1021.0	79.53333333333333	1100.5333333333333	According to the U.S. Bureau of Labor Statistics, the labor force participation rate continued to trend up in March to 62.6 percent which is slightly below its pre-pandemic February 2020 levels of 63.3 percent. The employment-population ratio also edged up over the month to 60.4 percent. However, these measures remain below their pre-pandemic February 2020 levels (63.3 percent and 61.1 percent, respectively). (See table A-1.)
5	Has the labor force participation rate been trending up according to the US jobs report?	latency_5_fact_checking_ask_llm	5.9721843004226685	5.891907612482707	3.6	3183.133333333333	193.06666666666666	3376.2	According to the March 2023 US jobs report, the labor force participation rate, at 62.6 percent, continued to trend up in March. The employment-population ratio edged up over the month to 60.4 percent. These measures remain below their pre-pandemic February 2020 levels (63.3 percent and 61.1 percent, respectively).
5	Has the labor force participation rate been trending up according to the US jobs report?	latency_6_fact_checking_align_score	3.891787536938985	3.7451785167058307	2.0	1834.0	124.16666666666667	1958.1666666666667	According to the March 2021 US jobs report, the labor force participation rate continued to trend up in March, at 62.6 percent. The employment-population ratio also edged up over the month to 60.4 percent. However, both of these measures remain below their pre-pandemic February 2020 levels.
6	How many people remained discouraged by the job market?	latency_0_baseline	1.1572813034057616	1.1485883315404257	1.0	17.0	40.7	57.7	I'm not sure how many people have been discouraged by the job market, but the unemployment rate is currently at 6.3 percent, which suggests that many people are still having difficulty finding jobs.
6	How many people remained discouraged by the job market?	latency_1_normal	2.501619791984558	2.451040172576904	2.0	1790.0	77.8	1867.8	According to Summary table A in the report, there were 351,000 discouraged workers in March.
6	How many people remained discouraged by the job market?	latency_2_single_call	2.906863292058309	2.7776422103246055	2.0	1988.0	88.16666666666667	2076.1666666666665	According to a recent report, there were 351,000 discouraged workers in March 2021.
6	How many people remained discouraged by the job market?	latency_3_embeddings_only	1.173153273264567	1.1339130719502768	1.0	1166.0	30.566666666666666	1196.5666666666666	According to the March 2021 report, the number of discouraged workers was little changed at 351,000.
6	How many people remained discouraged by the job market?	latency_4_compact	1.6948021014531454	1.6444988091786703	2.0	971.0	44.833333333333336	1015.8333333333334	According to the March report, the number of discouraged workers, a subset of the marginally attached who believed that no jobs were available for them, was little changed over the month at 351,000. (See Summary table A.)
6	How many people remained discouraged by the job market?	latency_5_fact_checking_ask_llm	2.9517358859380085	2.8903397798538206	3.1	2471.733333333333	87.43333333333334	2559.1666666666665	According to the March 2021 report, the number of discouraged workers, a subset of the marginally attached who believed that no jobs were available for them, was little changed over the month at 351,000.
6	How many people remained discouraged by the job market?	latency_6_fact_checking_align_score	2.6104800065358478	2.509524607658386	2.066666666666667	1866.9333333333334	81.93333333333334	1948.8666666666666	According to the March 2021 report, the number of discouraged workers, a subset of the marginally attached who believed that no jobs were available for them, was little changed over the month at 351,000.
7	What percentage of unemployed people have been jobless for a long time?	latency_0_baseline	1.0039077123006186	0.9952981392542521	1.0	21.0	33.7	54.7	"According to the Bureau of Labor Statistics, ""the number of persons unemployed for 27 weeks or more (long-term unemployment) was 2.4 million in April 2020, making up 30.1 percent of the total unemployed."""
7	What percentage of unemployed people have been jobless for a long time?	latency_1_normal	3.0304540475209554	2.979142355918884	2.0	1783.0	99.9	1882.9	According to the Bureau of Labor Statistics report from March 2021, the number of long-term unemployed (those jobless for 27 weeks or more) was little changed at 1.1 million in March. This accounts for 18.9 percent of all unemployed persons.
7	What percentage of unemployed people have been jobless for a long time?	latency_2_single_call	3.441836373011271	3.311150487263997	2.0	1982.0	112.53333333333333	2094.5333333333333	According to the Bureau of Labor Statistics (BLS), the number of long-term unemployed (those jobless for 27 weeks or more) was little changed at 1.1 million in March. This accounts for 18.9% of all unemployed persons.
7	What percentage of unemployed people have been jobless for a long time?	latency_3_embeddings_only	1.6110941171646118	1.5710671265920004	1.0	1157.0	50.36666666666667	1207.3666666666666	According to the 2020 U.S. Bureau of Labor Statistics report, the number of long-term unemployed (those jobless for 27 weeks or more) was little changed at 1.1 million in March. These individuals accounted for 18.9 percent of all unemployed persons.
7	What percentage of unemployed people have been jobless for a long time?	latency_4_compact	1.958894419670105	1.9074114163716633	2.0	968.0	52.266666666666666	1020.2666666666667	According to the March report, the number of long-term unemployed (those jobless for 27 weeks or more) was little changed at 1.1 million in March. These individuals accounted for 18.9 percent of all unemployed persons.
7	What percentage of unemployed people have been jobless for a long time?	latency_5_fact_checking_ask_llm	5.284154963493347	5.196287043889364	3.9	3385.0	163.56666666666666	3548.5666666666666	According to the Bureau of Labor Statistics, the number of long-term unemployed (those jobless for 27 weeks or more) was little changed at 1.1 million in March. This accounted for 18.9 percent of all unemployed persons.
7	What percentage of unemployed people have been jobless for a long time?	latency_6_fact_checking_align_score	3.149070692062378	3.0276124080022178	2.033333333333333	1821.1666666666667	102.3	1923.4666666666667	According to the Bureau of Labor Statistics report for March 2021, the number of long-term unemployed (those jobless for 27 weeks or more) was little changed at 1.1 million in March. This accounts for 18.9 percent of all unemployed persons.
8	What industries have shown a continued increase in employment?	latency_0_baseline	0.8846085468928019	0.8757689237594605	1.0	17.0	26.0	43.0	According to the Bureau of Labor Statistics, some industries that have seen a continued increase in employment over the past few years include healthcare, information technology, financial services, and professional and business services.
8	What industries have shown a continued increase in employment?	latency_1_normal	3.936799478530884	3.886992033322652	2.0	1753.0	138.6	1891.6	According to the Bureau of Labor Statistics' report from March 2023, employment has continued to trend up in leisure and hospitality, government, professional and business services, and health care. Government employment increased by 47,000 in March. Employment in professional and business services continued to trend up in March (+39,000).
8	What industries have shown a continued increase in employment?	latency_2_single_call	4.261994894345602	4.130221835772196	2.0	1901.0	142.73333333333332	2043.7333333333333	According to the Bureau of Labor Statistics report released in March 2023, employment has continued to trend up in leisure and hospitality, government, professional and business services, and health care.
8	What industries have shown a continued increase in employment?	latency_3_embeddings_only	2.0611392418543497	2.0214038689931235	1.0	1132.0	69.5	1201.5	According to a recent report from the Bureau of Labor Statistics, employment continued to trend up in leisure and hospitality, government, professional and business services, and health care. Government employment increased by 47,000 in March, the same as the average monthly gain over the prior 6 months. Employment in professional and business services continued to trend up in March (+39,000), in line with the average monthly growth over the prior 6 months (+34,000). Within the industry, employment in professional, scientific, and technical services continued its upward trend in March (+26,000).
8	What industries have shown a continued increase in employment?	latency_4_compact	2.4318068106969197	2.3813647190729776	2.0	934.0	77.46666666666667	1011.4666666666667	According to the BLS report for March 2023, employment has continued to trend up in leisure and hospitality, government, professional and business services, and health care. Government employment increased by 47,000 in March, the same as the average monthly gain over the prior 6 months. Employment in professional and business services continued to trend up in March (+39,000), in line with the average monthly growth over the prior 6 months (+34,000).
8	What industries have shown a continued increase in employment?	latency_5_fact_checking_ask_llm	4.829819790522257	4.762330309549967	3.3	2661.766666666667	152.3	2814.0666666666666	According to the Bureau of Labor Statistics, employment continued to trend up in leisure and hospitality, government, professional and business services, and health care. Specifically, government employment increased by 47,000 in March, the same as the average monthly gain over the prior 6 months. Employment in professional and business services continued to trend up in March (+39,000), in line with the average monthly growth over the prior 6 months (+34,000).
8	What industries have shown a continued increase in employment?	latency_6_fact_checking_align_score	3.793842093149821	3.665231959025065	2.0	1753.0	131.16666666666666	1884.1666666666667	According to a report from the U.S. Bureau of Labor Statistics, employment continued to trend up in leisure and hospitality, government, professional and business services, and health care in March of 2023.
9	What was Barack Obama's age when he was appointed the President of the United States?	latency_0_baseline	0.7634829759597779	0.7547309160232544	1.0	24.0	21.333333333333332	45.333333333333336	Barack Obama was 47 years old when he was appointed President of the United States in 2009.
9	What was Barack Obama's age when he was appointed the President of the United States?	latency_1_normal	3.13469561735789	3.0654764731725055	3.0	1972.0	86.1	2058.1	Barack Obama was 47 years old when he became the 44th President of the United States in 2009.
9	What was Barack Obama's age when he was appointed the President of the United States?	latency_2_single_call	1.2859523057937623	1.169226630528768	1.0	803.0	35.0	838.0	Barack Obama was 47 years old when he was appointed the 44th President of the United States in 2009.
9	What was Barack Obama's age when he was appointed the President of the United States?	latency_3_embeddings_only	1.8320795218149821	1.7726320505142212	2.0	1351.0	50.666666666666664	1401.6666666666667	Barack Obama was 47 years old when he was appointed President of the United States in 2009.
9	What was Barack Obama's age when he was appointed the President of the United States?	latency_4_compact	2.0396875619888304	1.970953639348348	3.0	1014.0	48.46666666666667	1062.4666666666667	Barack Obama was 47 when he was appointed President of the United States in 2009.
9	What was Barack Obama's age when he was appointed the President of the United States?	latency_5_fact_checking_ask_llm	3.017375048001607	2.9470109860102336	3.0	1972.0	85.66666666666667	2057.6666666666665	Barack Obama was 47 years old when he became the 44th President of the United States in 2009.
9	What was Barack Obama's age when he was appointed the President of the United States?	latency_6_fact_checking_align_score	2.9633214394251506	2.8857573668162027	3.0	1972.0	85.56666666666666	2057.5666666666666	Barack Obama was 47 years old at the time of his appointment as President of the United States in 2009.
10	What is the recipe to make Aglio Olio pasta?	latency_0_baseline	5.8534486850102745	5.844527419408163	1.0	19.0	220.2	239.2	"Aglio olio is a classic Italian dish that is simple to prepare. You will need the following ingredients:

-3 cloves garlic, minced
-3 tablespoons olive oil
-1/2 teaspoon red pepper flakes
-1/4 teaspoon salt
-1/4 teaspoon black pepper
-3 tablespoons freshly chopped parsley
-1 pound spaghetti

Instructions:

1. Bring a large pot of salted water to a boil.

2. In a large skillet over medium heat, add the garlic and olive oil. Sauté for 2 minutes, stirring often.

3. Add the red pepper flakes, salt, and black pepper. Cook for 1 minute, stirring constantly.

4. Add the parsley and cook for an additional minute.

5. Add the spaghetti to the boiling water and cook according to package instructions.

6. Once the spaghetti is cooked, drain it and add it to the skillet with the garlic and olive oil.

7. Toss the spaghetti until it is coated with the sauce.

8. Serve the aglio olio pasta with freshly grated Parmesan cheese, if desired. Enjoy!"
10	What is the recipe to make Aglio Olio pasta?	latency_1_normal	3.768273949623108	3.7001126925150554	3.0	1934.0	116.33333333333333	2050.3333333333335	I'm afraid I don't know the recipe for Aglio Olio pasta, but I can provide you with some resources that may help. Would that be okay?
10	What is the recipe to make Aglio Olio pasta?	latency_2_single_call	2.5446637789408366	2.4327419281005858	1.0	742.0	87.66666666666667	829.6666666666666	The recipe for Aglio Olio pasta is quite simple. You will need olive oil, garlic, salt, pepper, and spaghetti. First, heat the olive oil in a pan and add the garlic. Cook until the garlic is lightly browned. Then add the spaghetti and season with salt and pepper. Cook until the spaghetti is al dente. Serve with freshly grated Parmesan cheese.
10	What is the recipe to make Aglio Olio pasta?	latency_3_embeddings_only	2.524774686495463	2.4648057222366333	2.0	1323.0	76.83333333333333	1399.8333333333333	I'm afraid I don't know the answer to that question. However, I can provide you with some links to recipes for Aglio Olio pasta that you might find helpful.
10	What is the recipe to make Aglio Olio pasta?	latency_4_compact	2.9423484643300375	2.8740268389383954	3.0	971.0	78.66666666666667	1049.6666666666667	I'm not sure about the recipe for Aglio Olio pasta, but I can provide you with some information about the Employment Situation for April. The Employment Situation for April is scheduled to be released on Friday, May 5, 2023, at 8:30 a.m. (ET). If you have any more questions or if there's anything else I can help you with, please don't hesitate to ask.
10	What is the recipe to make Aglio Olio pasta?	latency_5_fact_checking_ask_llm	3.931774640083313	3.862545887629191	3.0	1934.0	119.43333333333334	2053.4333333333334	I'm afraid I don't know the answer to that question. However, I can provide you with a link to a recipe for Aglio Olio pasta that you can try!
10	What is the recipe to make Aglio Olio pasta?	latency_6_fact_checking_align_score	3.9758380174636843	3.905352560679118	3.0	1934.0	125.36666666666666	2059.366666666667	I'm afraid I don't know the answer to that question. You may want to try searching for a recipe online or asking an expert for help.
